train_size,test_size,learning_rate,epochs,es_patience,batch_size,optimizer,tr_loss,tr_acc,va_loss,va_acc,test_loss,test_acc
1350.0,834.0,0.01,250.0,100.0,16.0,Adam,0.6935045123100281,0.4963235259056091,0.6999357509613037,0.4200000003973643,0.6906444814851244,0.5311750599520384
1350.0,834.0,0.01,250.0,100.0,16.0,Adam,0.4646197557449341,0.7742646932601929,0.5210622882843018,0.7266666674613953,0.5951189045711673,0.7649880095923262
1350.0,834.0,0.01,250.0,100.0,16.0,Adam,0.508088231086731,0.7485294342041016,0.6128327512741089,0.706666665871938,0.6307521662552008,0.7589928057553957
1350.0,834.0,0.01,250.0,100.0,16.0,Adam,0.6049437522888184,0.6703431606292725,0.6164755733807882,0.666666667064031,0.5722488024823671,0.7122302158273381
1980.0,650.0,0.01,250.0,100.0,16.0,Adam,0.1251119971275329,0.944556474685669,0.3197363140908154,0.8863636374473571,0.2943819243174332,0.8753846155680143
1980.0,650.0,0.01,250.0,300.0,32.0,Adam,0.092333935201168,0.9591733813285828,0.6522889354012229,0.9090909112583508,0.3011452322739821,0.8815384617218605
1980.0,650.0,0.01,250.0,300.0,32.0,Adam,0.1008510664105415,0.946500599384308,0.9595968647436662,0.8909090876579284,0.2803447492306049,0.8569230772898747
1980.0,650.0,0.01,250.0,300.0,32.0,Adam,0.0802352726459503,0.959533393383026,0.4512610012834722,0.9136363658038053,0.3243974095124465,0.836923076739678
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.1179840713739395,0.953057825565338,0.8079382647167552,0.904545451294292,0.3309180014408551,0.84
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0723738297820091,0.9712029695510864,0.3364139892838218,0.9181818203492598,0.5910537450130169,0.8784615386449374
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.2396154254674911,0.8979166746139526,0.9348874991590328,0.8954545476219871,0.384757206256573,0.8292307694141682
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0701614022254943,0.9741935729980468,0.4775529344650832,0.9045454567128962,0.3472518174923383,0.8584615384615385
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0553011931478977,0.978293001651764,0.6848442153497176,0.886363638531078,0.2937347793120604,0.8753846153846154
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0779605284333229,0.9667338728904724,0.6044757538221099,0.886363638531078,0.3064246903016017,0.8661538457870483
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0733796507120132,0.9717742204666138,1.1525148846886375,0.8909090898253701,0.3738934473005625,0.9030769230769232
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0787547156214714,0.9651545882225036,0.4474888200109655,0.9181818149306558,0.419127871623406,0.7584615386449374
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0898384973406791,0.9641129374504088,0.5503205288540233,0.9136363603852012,0.2901330485710731,0.8784615386449374
1980.0,650.0,0.01,1.0,300.0,64.0,Adam,1.1340943574905396,0.6543010473251343,0.564285345511003,0.7363636341961948,0.6035372679050152,0.6861538461538461
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0649778097867965,0.9717742204666138,0.5662977568127893,0.8727272716435519,0.2650837032153056,0.8815384615384615
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0880578309297561,0.9636424779891968,0.5541518620469353,0.9181818170980972,0.3107843828659791,0.8492307688639714
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.0457206815481185,0.9813172221183776,0.5299788377501747,0.918181819265539,0.2890923655950106,0.8815384613550626
1980.0,650.0,0.01,250.0,300.0,64.0,Adam,0.10021977126598358,0.9515120983123779,0.33524865345521404,0.9181818149306558,0.2781600810931279,0.9030769227101253
